país,factor_(serie),Año,Valor
Singapur,"Esperanza de vida al nacer, total (años)",2003,79.039
Singapur,"Esperanza de vida al nacer, mujeres (años)",2003,81.6
Singapur,"Esperanza de vida al nacer, varones (años)",2003,76.6
Suiza,"Esperanza de vida al nacer, total (años)",2003,80.5366
Suiza,"Esperanza de vida al nacer, mujeres (años)",2003,83.2
Suiza,"Esperanza de vida al nacer, varones (años)",2003,78.0
Venezuela,"Esperanza de vida al nacer, total (años)",2003,71.94
Venezuela,"Esperanza de vida al nacer, mujeres (años)",2003,75.88
Venezuela,"Esperanza de vida al nacer, varones (años)",2003,68.292
Colombia,"Esperanza de vida al nacer, total (años)",2003,72.361
Colombia,"Esperanza de vida al nacer, mujeres (años)",2003,76.252
Colombia,"Esperanza de vida al nacer, varones (años)",2003,68.622
Japón,"Esperanza de vida al nacer, total (años)",2003,81.76
Japón,"Esperanza de vida al nacer, mujeres (años)",2003,85.33
Japón,"Esperanza de vida al nacer, varones (años)",2003,78.36
Kenya,"Esperanza de vida al nacer, total (años)",2003,55.601
Kenya,"Esperanza de vida al nacer, mujeres (años)",2003,56.669
Kenya,"Esperanza de vida al nacer, varones (años)",2003,54.471
Noruega,"Esperanza de vida al nacer, total (años)",2003,79.3902
Noruega,"Esperanza de vida al nacer, mujeres (años)",2003,81.9
Noruega,"Esperanza de vida al nacer, varones (años)",2003,77.0
Afganistán,"Esperanza de vida al nacer, total (años)",2004,57.944
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2004,59.216
Afganistán,"Esperanza de vida al nacer, varones (años)",2004,56.658
Alemania,"Esperanza de vida al nacer, total (años)",2004,78.6805
Alemania,"Esperanza de vida al nacer, mujeres (años)",2004,81.6
Alemania,"Esperanza de vida al nacer, varones (años)",2004,75.9
Argelia,"Esperanza de vida al nacer, total (años)",2004,71.762
Argelia,"Esperanza de vida al nacer, mujeres (años)",2004,72.812
Argelia,"Esperanza de vida al nacer, varones (años)",2004,70.735
Arabia Saudita,"Esperanza de vida al nacer, total (años)",2004,74.153
Arabia Saudita,"Esperanza de vida al nacer, mujeres (años)",2004,75.953
Arabia Saudita,"Esperanza de vida al nacer, varones (años)",2004,72.728
Argentina,"Esperanza de vida al nacer, total (años)",2004,74.855
Argentina,"Esperanza de vida al nacer, mujeres (años)",2004,78.103
Argentina,"Esperanza de vida al nacer, varones (años)",2004,71.53
Australia,"Esperanza de vida al nacer, total (años)",2004,80.4902
Australia,"Esperanza de vida al nacer, mujeres (años)",2004,83.0
Australia,"Esperanza de vida al nacer, varones (años)",2004,78.1
Austria,"Esperanza de vida al nacer, total (años)",2004,79.1805
Austria,"Esperanza de vida al nacer, mujeres (años)",2004,82.1
Austria,"Esperanza de vida al nacer, varones (años)",2004,76.4
Brasil,"Esperanza de vida al nacer, total (años)",2004,71.131
Brasil,"Esperanza de vida al nacer, mujeres (años)",2004,74.916
Brasil,"Esperanza de vida al nacer, varones (años)",2004,67.537
Burkina Faso,"Esperanza de vida al nacer, total (años)",2004,52.416
Burkina Faso,"Esperanza de vida al nacer, mujeres (años)",2004,53.786
Burkina Faso,"Esperanza de vida al nacer, varones (años)",2004,50.953
China,"Esperanza de vida al nacer, total (años)",2004,73.748
China,"Esperanza de vida al nacer, mujeres (años)",2004,76.433
China,"Esperanza de vida al nacer, varones (años)",2004,71.275
Canadá,"Esperanza de vida al nacer, total (años)",2004,79.9922
Canadá,"Esperanza de vida al nacer, mujeres (años)",2004,82.42
Canadá,"Esperanza de vida al nacer, varones (años)",2004,77.68
Camboya,"Esperanza de vida al nacer, total (años)",2004,63.552
Camboya,"Esperanza de vida al nacer, mujeres (años)",2004,65.46
Camboya,"Esperanza de vida al nacer, varones (años)",2004,61.48
Chad,"Esperanza de vida al nacer, total (años)",2004,48.232
Chad,"Esperanza de vida al nacer, mujeres (años)",2004,49.313
Chad,"Esperanza de vida al nacer, varones (años)",2004,47.158
Dinamarca,"Esperanza de vida al nacer, total (años)",2004,77.4927
Dinamarca,"Esperanza de vida al nacer, mujeres (años)",2004,79.9
Dinamarca,"Esperanza de vida al nacer, varones (años)",2004,75.2
Ecuador,"Esperanza de vida al nacer, total (años)",2004,74.279
Ecuador,"Esperanza de vida al nacer, mujeres (años)",2004,77.285
Ecuador,"Esperanza de vida al nacer, varones (años)",2004,71.35
Emiratos Árabes Unidos,"Esperanza de vida al nacer, total (años)",2004,76.453
Emiratos Árabes Unidos,"Esperanza de vida al nacer, mujeres (años)",2004,78.784
Emiratos Árabes Unidos,"Esperanza de vida al nacer, varones (años)",2004,75.202
"Egipto, República Árabe de","Esperanza de vida al nacer, total (años)",2004,68.613
"Egipto, República Árabe de","Esperanza de vida al nacer, mujeres (años)",2004,70.914
"Egipto, República Árabe de","Esperanza de vida al nacer, varones (años)",2004,66.336
Cuba,"Esperanza de vida al nacer, total (años)",2004,76.912
Cuba,"Esperanza de vida al nacer, mujeres (años)",2004,79.321
Cuba,"Esperanza de vida al nacer, varones (años)",2004,74.684
Costa Rica,"Esperanza de vida al nacer, total (años)",2004,78.331
Costa Rica,"Esperanza de vida al nacer, mujeres (años)",2004,80.635
Costa Rica,"Esperanza de vida al nacer, varones (años)",2004,76.104
Estados Unidos,"Esperanza de vida al nacer, total (años)",2004,77.4878
Estados Unidos,"Esperanza de vida al nacer, mujeres (años)",2004,80.1
Estados Unidos,"Esperanza de vida al nacer, varones (años)",2004,75.0
España,"Esperanza de vida al nacer, total (años)",2004,79.8707
España,"Esperanza de vida al nacer, mujeres (años)",2004,83.2
España,"Esperanza de vida al nacer, varones (años)",2004,76.7
Fiji,"Esperanza de vida al nacer, total (años)",2004,66.424
Fiji,"Esperanza de vida al nacer, mujeres (años)",2004,68.484
Fiji,"Esperanza de vida al nacer, varones (años)",2004,64.546
Finlandia,"Esperanza de vida al nacer, total (años)",2004,78.7146
Finlandia,"Esperanza de vida al nacer, mujeres (años)",2004,82.3
Finlandia,"Esperanza de vida al nacer, varones (años)",2004,75.3
Federación de Rusia,"Esperanza de vida al nacer, total (años)",2004,65.471
Federación de Rusia,"Esperanza de vida al nacer, mujeres (años)",2004,72.36
Federación de Rusia,"Esperanza de vida al nacer, varones (años)",2004,58.91
Grecia,"Esperanza de vida al nacer, total (años)",2004,79.039
Grecia,"Esperanza de vida al nacer, mujeres (años)",2004,81.6
Grecia,"Esperanza de vida al nacer, varones (años)",2004,76.6
India,"Esperanza de vida al nacer, total (años)",2004,64.524
India,"Esperanza de vida al nacer, mujeres (años)",2004,65.831
India,"Esperanza de vida al nacer, varones (años)",2004,63.313
Marruecos,"Esperanza de vida al nacer, total (años)",2004,68.231
Marruecos,"Esperanza de vida al nacer, mujeres (años)",2004,69.869
Marruecos,"Esperanza de vida al nacer, varones (años)",2004,66.659
México,"Esperanza de vida al nacer, total (años)",2004,74.372
México,"Esperanza de vida al nacer, mujeres (años)",2004,76.983
México,"Esperanza de vida al nacer, varones (años)",2004,71.781
Nepal,"Esperanza de vida al nacer, total (años)",2004,64.818
Nepal,"Esperanza de vida al nacer, mujeres (años)",2004,66.834
Nepal,"Esperanza de vida al nacer, varones (años)",2004,62.886
Níger,"Esperanza de vida al nacer, total (años)",2004,52.589
Níger,"Esperanza de vida al nacer, mujeres (años)",2004,53.007
Níger,"Esperanza de vida al nacer, varones (años)",2004,52.107
Países Bajos,"Esperanza de vida al nacer, total (años)",2004,79.0951
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",2004,81.4
Países Bajos,"Esperanza de vida al nacer, varones (años)",2004,76.9
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",2004,79.5488
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",2004,81.7
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",2004,77.5
Reino Unido,"Esperanza de vida al nacer, total (años)",2004,78.7463
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",2004,81.0
Reino Unido,"Esperanza de vida al nacer, varones (años)",2004,76.6
Rwanda,"Esperanza de vida al nacer, total (años)",2004,55.491
Rwanda,"Esperanza de vida al nacer, mujeres (años)",2004,56.236
Rwanda,"Esperanza de vida al nacer, varones (años)",2004,54.666
Samoa,"Esperanza de vida al nacer, total (años)",2004,71.696
Samoa,"Esperanza de vida al nacer, mujeres (años)",2004,74.694
Samoa,"Esperanza de vida al nacer, varones (años)",2004,69.036
Sierra Leona,"Esperanza de vida al nacer, total (años)",2004,47.577
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",2004,48.235
Sierra Leona,"Esperanza de vida al nacer, varones (años)",2004,46.881
Sudáfrica,"Esperanza de vida al nacer, total (años)",2004,54.043
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",2004,55.721
Sudáfrica,"Esperanza de vida al nacer, varones (años)",2004,51.891
Singapur,"Esperanza de vida al nacer, total (años)",2004,79.4902
Singapur,"Esperanza de vida al nacer, mujeres (años)",2004,82.0
Singapur,"Esperanza de vida al nacer, varones (años)",2004,77.1
Suiza,"Esperanza de vida al nacer, total (años)",2004,81.0878
Suiza,"Esperanza de vida al nacer, mujeres (años)",2004,83.7
Suiza,"Esperanza de vida al nacer, varones (años)",2004,78.6
Venezuela,"Esperanza de vida al nacer, total (años)",2004,72.514
Venezuela,"Esperanza de vida al nacer, mujeres (años)",2004,76.319
Venezuela,"Esperanza de vida al nacer, varones (años)",2004,68.95
Colombia,"Esperanza de vida al nacer, total (años)",2004,72.695
Colombia,"Esperanza de vida al nacer, mujeres (años)",2004,76.495
Colombia,"Esperanza de vida al nacer, varones (años)",2004,69.032
Japón,"Esperanza de vida al nacer, total (años)",2004,82.0302
Japón,"Esperanza de vida al nacer, mujeres (años)",2004,85.59
Japón,"Esperanza de vida al nacer, varones (años)",2004,78.64
Kenya,"Esperanza de vida al nacer, total (años)",2004,56.361
Kenya,"Esperanza de vida al nacer, mujeres (años)",2004,57.44
Kenya,"Esperanza de vida al nacer, varones (años)",2004,55.225
Noruega,"Esperanza de vida al nacer, total (años)",2004,79.8415
Noruega,"Esperanza de vida al nacer, mujeres (años)",2004,82.3
Noruega,"Esperanza de vida al nacer, varones (años)",2004,77.5
Afganistán,"Esperanza de vida al nacer, total (años)",2005,58.361
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2005,59.697
Afganistán,"Esperanza de vida al nacer, varones (años)",2005,57.013
Alemania,"Esperanza de vida al nacer, total (años)",2005,78.9317
Alemania,"Esperanza de vida al nacer, mujeres (años)",2005,81.8
Alemania,"Esperanza de vida al nacer, varones (años)",2005,76.2
Argelia,"Esperanza de vida al nacer, total (años)",2005,72.061
Argelia,"Esperanza de vida al nacer, mujeres (años)",2005,73.075
Argelia,"Esperanza de vida al nacer, varones (años)",2005,71.069
Arabia Saudita,"Esperanza de vida al nacer, total (años)",2005,74.588
Arabia Saudita,"Esperanza de vida al nacer, mujeres (años)",2005,76.211
Arabia Saudita,"Esperanza de vida al nacer, varones (años)",2005,73.269
Argentina,"Esperanza de vida al nacer, total (años)",2005,75.139
Argentina,"Esperanza de vida al nacer, mujeres (años)",2005,78.527
Argentina,"Esperanza de vida al nacer, varones (años)",2005,71.692
Australia,"Esperanza de vida al nacer, total (años)",2005,80.8415
Australia,"Esperanza de vida al nacer, mujeres (años)",2005,83.3
Australia,"Esperanza de vida al nacer, varones (años)",2005,78.5
Austria,"Esperanza de vida al nacer, total (años)",2005,79.3317
Austria,"Esperanza de vida al nacer, mujeres (años)",2005,82.2
Austria,"Esperanza de vida al nacer, varones (años)",2005,76.6
Brasil,"Esperanza de vida al nacer, total (años)",2005,71.753
Brasil,"Esperanza de vida al nacer, mujeres (años)",2005,75.402
Brasil,"Esperanza de vida al nacer, varones (años)",2005,68.252
Burkina Faso,"Esperanza de vida al nacer, total (años)",2005,53.092
Burkina Faso,"Esperanza de vida al nacer, mujeres (años)",2005,54.617
Burkina Faso,"Esperanza de vida al nacer, varones (años)",2005,51.479
China,"Esperanza de vida al nacer, total (años)",2005,74.111
China,"Esperanza de vida al nacer, mujeres (años)",2005,76.819
China,"Esperanza de vida al nacer, varones (años)",2005,71.619
Canadá,"Esperanza de vida al nacer, total (años)",2005,80.1127
Canadá,"Esperanza de vida al nacer, mujeres (años)",2005,82.52
Canadá,"Esperanza de vida al nacer, varones (años)",2005,77.82
Camboya,"Esperanza de vida al nacer, total (años)",2005,64.293
Camboya,"Esperanza de vida al nacer, mujeres (años)",2005,66.209
Camboya,"Esperanza de vida al nacer, varones (años)",2005,62.213
Chad,"Esperanza de vida al nacer, total (años)",2005,48.312
Chad,"Esperanza de vida al nacer, mujeres (años)",2005,49.304
Chad,"Esperanza de vida al nacer, varones (años)",2005,47.33
Dinamarca,"Esperanza de vida al nacer, total (años)",2005,77.8439
Dinamarca,"Esperanza de vida al nacer, mujeres (años)",2005,80.2
Dinamarca,"Esperanza de vida al nacer, varones (años)",2005,75.6
Ecuador,"Esperanza de vida al nacer, total (años)",2005,74.514
Ecuador,"Esperanza de vida al nacer, mujeres (años)",2005,77.534
Ecuador,"Esperanza de vida al nacer, varones (años)",2005,71.574
Emiratos Árabes Unidos,"Esperanza de vida al nacer, total (años)",2005,76.683
Emiratos Árabes Unidos,"Esperanza de vida al nacer, mujeres (años)",2005,79.033
Emiratos Árabes Unidos,"Esperanza de vida al nacer, varones (años)",2005,75.417
"Egipto, República Árabe de","Esperanza de vida al nacer, total (años)",2005,68.779
"Egipto, República Árabe de","Esperanza de vida al nacer, mujeres (años)",2005,71.226
"Egipto, República Árabe de","Esperanza de vida al nacer, varones (años)",2005,66.38
Cuba,"Esperanza de vida al nacer, total (años)",2005,77.047
Cuba,"Esperanza de vida al nacer, mujeres (años)",2005,79.453
Cuba,"Esperanza de vida al nacer, varones (años)",2005,74.818
Costa Rica,"Esperanza de vida al nacer, total (años)",2005,78.505
Costa Rica,"Esperanza de vida al nacer, mujeres (años)",2005,80.862
Costa Rica,"Esperanza de vida al nacer, varones (años)",2005,76.231
Estados Unidos,"Esperanza de vida al nacer, total (años)",2005,77.4878
Estados Unidos,"Esperanza de vida al nacer, mujeres (años)",2005,80.1
Estados Unidos,"Esperanza de vida al nacer, varones (años)",2005,75.0
España,"Esperanza de vida al nacer, total (años)",2005,80.1707
España,"Esperanza de vida al nacer, mujeres (años)",2005,83.5
España,"Esperanza de vida al nacer, varones (años)",2005,77.0
Fiji,"Esperanza de vida al nacer, total (años)",2005,66.632
Fiji,"Esperanza de vida al nacer, mujeres (años)",2005,68.666
Fiji,"Esperanza de vida al nacer, varones (años)",2005,64.776
Finlandia,"Esperanza de vida al nacer, total (años)",2005,78.8171
Finlandia,"Esperanza de vida al nacer, mujeres (años)",2005,82.3
Finlandia,"Esperanza de vida al nacer, varones (años)",2005,75.5
Federación de Rusia,"Esperanza de vida al nacer, total (años)",2005,65.5298
Federación de Rusia,"Esperanza de vida al nacer, mujeres (años)",2005,72.47
Federación de Rusia,"Esperanza de vida al nacer, varones (años)",2005,58.92
Grecia,"Esperanza de vida al nacer, total (años)",2005,79.239
Grecia,"Esperanza de vida al nacer, mujeres (años)",2005,81.8
Grecia,"Esperanza de vida al nacer, varones (años)",2005,76.8
India,"Esperanza de vida al nacer, total (años)",2005,64.996
India,"Esperanza de vida al nacer, mujeres (años)",2005,66.379
India,"Esperanza de vida al nacer, varones (años)",2005,63.719
Marruecos,"Esperanza de vida al nacer, total (años)",2005,68.704
Marruecos,"Esperanza de vida al nacer, mujeres (años)",2005,70.398
Marruecos,"Esperanza de vida al nacer, varones (años)",2005,67.077
México,"Esperanza de vida al nacer, total (años)",2005,74.376
México,"Esperanza de vida al nacer, mujeres (años)",2005,76.986
México,"Esperanza de vida al nacer, varones (años)",2005,71.782
Nepal,"Esperanza de vida al nacer, total (años)",2005,65.457
Nepal,"Esperanza de vida al nacer, mujeres (años)",2005,67.465
Nepal,"Esperanza de vida al nacer, varones (años)",2005,63.525
Níger,"Esperanza de vida al nacer, total (años)",2005,53.59
Níger,"Esperanza de vida al nacer, mujeres (años)",2005,54.042
Níger,"Esperanza de vida al nacer, varones (años)",2005,53.077
Países Bajos,"Esperanza de vida al nacer, total (años)",2005,79.3463
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",2005,81.6
Países Bajos,"Esperanza de vida al nacer, varones (años)",2005,77.2
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",2005,79.8512
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",2005,81.9
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",2005,77.9
Reino Unido,"Esperanza de vida al nacer, total (años)",2005,79.0488
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",2005,81.2
Reino Unido,"Esperanza de vida al nacer, varones (años)",2005,77.0
Rwanda,"Esperanza de vida al nacer, total (años)",2005,57.316
Rwanda,"Esperanza de vida al nacer, mujeres (años)",2005,58.206
Rwanda,"Esperanza de vida al nacer, varones (años)",2005,56.316
Samoa,"Esperanza de vida al nacer, total (años)",2005,71.754
Samoa,"Esperanza de vida al nacer, mujeres (años)",2005,74.686
Samoa,"Esperanza de vida al nacer, varones (años)",2005,69.136
Sierra Leona,"Esperanza de vida al nacer, total (años)",2005,48.237
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",2005,48.848
Sierra Leona,"Esperanza de vida al nacer, varones (años)",2005,47.587
Sudáfrica,"Esperanza de vida al nacer, total (años)",2005,53.98
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",2005,55.431
Sudáfrica,"Esperanza de vida al nacer, varones (años)",2005,52.064
Singapur,"Esperanza de vida al nacer, total (años)",2005,79.9902
Singapur,"Esperanza de vida al nacer, mujeres (años)",2005,82.5
Singapur,"Esperanza de vida al nacer, varones (años)",2005,77.6
Suiza,"Esperanza de vida al nacer, total (años)",2005,81.2366
Suiza,"Esperanza de vida al nacer, mujeres (años)",2005,83.9
Suiza,"Esperanza de vida al nacer, varones (años)",2005,78.7
Venezuela,"Esperanza de vida al nacer, total (años)",2005,72.782
Venezuela,"Esperanza de vida al nacer, mujeres (años)",2005,76.674
Venezuela,"Esperanza de vida al nacer, varones (años)",2005,69.138
Colombia,"Esperanza de vida al nacer, total (años)",2005,73.081
Colombia,"Esperanza de vida al nacer, mujeres (años)",2005,76.766
Colombia,"Esperanza de vida al nacer, varones (años)",2005,69.513
Japón,"Esperanza de vida al nacer, total (años)",2005,81.9551
Japón,"Esperanza de vida al nacer, mujeres (años)",2005,85.52
Japón,"Esperanza de vida al nacer, varones (años)",2005,78.56
Kenya,"Esperanza de vida al nacer, total (años)",2005,57.344
Kenya,"Esperanza de vida al nacer, mujeres (años)",2005,58.523
Kenya,"Esperanza de vida al nacer, varones (años)",2005,56.107
Noruega,"Esperanza de vida al nacer, total (años)",2005,80.0415
Noruega,"Esperanza de vida al nacer, mujeres (años)",2005,82.5
Noruega,"Esperanza de vida al nacer, varones (años)",2005,77.7
Afganistán,"Esperanza de vida al nacer, total (años)",2006,58.684
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2006,60.243
Afganistán,"Esperanza de vida al nacer, varones (años)",2006,57.133
Alemania,"Esperanza de vida al nacer, total (años)",2006,79.1317
Alemania,"Esperanza de vida al nacer, mujeres (años)",2006,82.0
Alemania,"Esperanza de vida al nacer, varones (años)",2006,76.4
Argelia,"Esperanza de vida al nacer, total (años)",2006,72.334
Argelia,"Esperanza de vida al nacer, mujeres (años)",2006,73.379
Argelia,"Esperanza de vida al nacer, varones (años)",2006,71.313
Arabia Saudita,"Esperanza de vida al nacer, total (años)",2006,74.81
Arabia Saudita,"Esperanza de vida al nacer, mujeres (años)",2006,76.425
Arabia Saudita,"Esperanza de vida al nacer, varones (años)",2006,73.526
Argentina,"Esperanza de vida al nacer, total (años)",2006,75.433
Argentina,"Esperanza de vida al nacer, mujeres (años)",2006,78.716
Argentina,"Esperanza de vida al nacer, varones (años)",2006,72.066
Australia,"Esperanza de vida al nacer, total (años)",2006,81.0415
Australia,"Esperanza de vida al nacer, mujeres (años)",2006,83.5
Australia,"Esperanza de vida al nacer, varones (años)",2006,78.7
Austria,"Esperanza de vida al nacer, total (años)",2006,79.8805
Austria,"Esperanza de vida al nacer, mujeres (años)",2006,82.8
Austria,"Esperanza de vida al nacer, varones (años)",2006,77.1
Brasil,"Esperanza de vida al nacer, total (años)",2006,72.037
Brasil,"Esperanza de vida al nacer, mujeres (años)",2006,75.665
Brasil,"Esperanza de vida al nacer, varones (años)",2006,68.545
Burkina Faso,"Esperanza de vida al nacer, total (años)",2006,53.742
Burkina Faso,"Esperanza de vida al nacer, mujeres (años)",2006,55.158
Burkina Faso,"Esperanza de vida al nacer, varones (años)",2006,52.234
China,"Esperanza de vida al nacer, total (años)",2006,74.504
China,"Esperanza de vida al nacer, mujeres (años)",2006,77.167
China,"Esperanza de vida al nacer, varones (años)",2006,72.043
Canadá,"Esperanza de vida al nacer, total (años)",2006,80.5437
Canadá,"Esperanza de vida al nacer, mujeres (años)",2006,82.91
Canadá,"Esperanza de vida al nacer, varones (años)",2006,78.29
Camboya,"Esperanza de vida al nacer, total (años)",2006,65.059
Camboya,"Esperanza de vida al nacer, mujeres (años)",2006,67.01
Camboya,"Esperanza de vida al nacer, varones (años)",2006,62.945
Chad,"Esperanza de vida al nacer, total (años)",2006,48.286
Chad,"Esperanza de vida al nacer, mujeres (años)",2006,49.515
Chad,"Esperanza de vida al nacer, varones (años)",2006,47.083
Dinamarca,"Esperanza de vida al nacer, total (años)",2006,78.0951
Dinamarca,"Esperanza de vida al nacer, mujeres (años)",2006,80.4
Dinamarca,"Esperanza de vida al nacer, varones (años)",2006,75.9
Ecuador,"Esperanza de vida al nacer, total (años)",2006,74.689
Ecuador,"Esperanza de vida al nacer, mujeres (años)",2006,77.747
Ecuador,"Esperanza de vida al nacer, varones (años)",2006,71.714
Emiratos Árabes Unidos,"Esperanza de vida al nacer, total (años)",2006,76.909
Emiratos Árabes Unidos,"Esperanza de vida al nacer, mujeres (años)",2006,79.289
Emiratos Árabes Unidos,"Esperanza de vida al nacer, varones (años)",2006,75.639
"Egipto, República Árabe de","Esperanza de vida al nacer, total (años)",2006,68.977
"Egipto, República Árabe de","Esperanza de vida al nacer, mujeres (años)",2006,71.49
"Egipto, República Árabe de","Esperanza de vida al nacer, varones (años)",2006,66.525
Cuba,"Esperanza de vida al nacer, total (años)",2006,77.179
Cuba,"Esperanza de vida al nacer, mujeres (años)",2006,79.578
Cuba,"Esperanza de vida al nacer, varones (años)",2006,74.95
Costa Rica,"Esperanza de vida al nacer, total (años)",2006,78.514
Costa Rica,"Esperanza de vida al nacer, mujeres (años)",2006,81.064
Costa Rica,"Esperanza de vida al nacer, varones (años)",2006,76.079
Estados Unidos,"Esperanza de vida al nacer, total (años)",2006,77.6878
Estados Unidos,"Esperanza de vida al nacer, mujeres (años)",2006,80.3
Estados Unidos,"Esperanza de vida al nacer, varones (años)",2006,75.2
España,"Esperanza de vida al nacer, total (años)",2006,80.822
España,"Esperanza de vida al nacer, mujeres (años)",2006,84.1
España,"Esperanza de vida al nacer, varones (años)",2006,77.7
Fiji,"Esperanza de vida al nacer, total (años)",2006,66.855
Fiji,"Esperanza de vida al nacer, mujeres (años)",2006,68.797
Fiji,"Esperanza de vida al nacer, varones (años)",2006,65.074
Finlandia,"Esperanza de vida al nacer, total (años)",2006,79.2146
Finlandia,"Esperanza de vida al nacer, mujeres (años)",2006,82.8
Finlandia,"Esperanza de vida al nacer, varones (años)",2006,75.8
Federación de Rusia,"Esperanza de vida al nacer, total (años)",2006,66.7276
Federación de Rusia,"Esperanza de vida al nacer, mujeres (años)",2006,73.34
Federación de Rusia,"Esperanza de vida al nacer, varones (años)",2006,60.43
Grecia,"Esperanza de vida al nacer, total (años)",2006,79.439
Grecia,"Esperanza de vida al nacer, mujeres (años)",2006,82.0
Grecia,"Esperanza de vida al nacer, varones (años)",2006,77.0
India,"Esperanza de vida al nacer, total (años)",2006,65.412
India,"Esperanza de vida al nacer, mujeres (años)",2006,66.891
India,"Esperanza de vida al nacer, varones (años)",2006,64.053
Marruecos,"Esperanza de vida al nacer, total (años)",2006,69.128
Marruecos,"Esperanza de vida al nacer, mujeres (años)",2006,70.876
Marruecos,"Esperanza de vida al nacer, varones (años)",2006,67.454
México,"Esperanza de vida al nacer, total (años)",2006,74.331
México,"Esperanza de vida al nacer, mujeres (años)",2006,76.981
México,"Esperanza de vida al nacer, varones (años)",2006,71.697
Nepal,"Esperanza de vida al nacer, total (años)",2006,65.868
Nepal,"Esperanza de vida al nacer, mujeres (años)",2006,67.787
Nepal,"Esperanza de vida al nacer, varones (años)",2006,64.015
Níger,"Esperanza de vida al nacer, total (años)",2006,54.596
Níger,"Esperanza de vida al nacer, mujeres (años)",2006,55.11
Níger,"Esperanza de vida al nacer, varones (años)",2006,54.026
Países Bajos,"Esperanza de vida al nacer, total (años)",2006,79.6976
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",2006,81.9
Países Bajos,"Esperanza de vida al nacer, varones (años)",2006,77.6
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",2006,80.0488
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",2006,82.2
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",2006,78.0
Reino Unido,"Esperanza de vida al nacer, total (años)",2006,79.2488
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",2006,81.4
Reino Unido,"Esperanza de vida al nacer, varones (años)",2006,77.2
Rwanda,"Esperanza de vida al nacer, total (años)",2006,58.714
Rwanda,"Esperanza de vida al nacer, mujeres (años)",2006,59.802
Rwanda,"Esperanza de vida al nacer, varones (años)",2006,57.491
Samoa,"Esperanza de vida al nacer, total (años)",2006,72.021
Samoa,"Esperanza de vida al nacer, mujeres (años)",2006,74.964
Samoa,"Esperanza de vida al nacer, varones (años)",2006,69.385
Sierra Leona,"Esperanza de vida al nacer, total (años)",2006,49.323
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",2006,49.865
Sierra Leona,"Esperanza de vida al nacer, varones (años)",2006,48.739
Sudáfrica,"Esperanza de vida al nacer, total (años)",2006,54.278
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",2006,55.892
Sudáfrica,"Esperanza de vida al nacer, varones (años)",2006,52.209
Singapur,"Esperanza de vida al nacer, total (años)",2006,80.1415
Singapur,"Esperanza de vida al nacer, mujeres (años)",2006,82.6
Singapur,"Esperanza de vida al nacer, varones (años)",2006,77.8
Suiza,"Esperanza de vida al nacer, total (años)",2006,81.4902
Suiza,"Esperanza de vida al nacer, mujeres (años)",2006,84.0
Suiza,"Esperanza de vida al nacer, varones (años)",2006,79.1
Venezuela,"Esperanza de vida al nacer, total (años)",2006,72.742
Venezuela,"Esperanza de vida al nacer, mujeres (años)",2006,76.886
Venezuela,"Esperanza de vida al nacer, varones (años)",2006,68.894
Colombia,"Esperanza de vida al nacer, total (años)",2006,73.468
Colombia,"Esperanza de vida al nacer, mujeres (años)",2006,77.075
Colombia,"Esperanza de vida al nacer, varones (años)",2006,69.961
Japón,"Esperanza de vida al nacer, total (años)",2006,82.322
Japón,"Esperanza de vida al nacer, mujeres (años)",2006,85.81
Japón,"Esperanza de vida al nacer, varones (años)",2006,79.0
Kenya,"Esperanza de vida al nacer, total (años)",2006,58.222
Kenya,"Esperanza de vida al nacer, mujeres (años)",2006,59.595
Kenya,"Esperanza de vida al nacer, varones (años)",2006,56.805
Noruega,"Esperanza de vida al nacer, total (años)",2006,80.3439
Noruega,"Esperanza de vida al nacer, mujeres (años)",2006,82.7
Noruega,"Esperanza de vida al nacer, varones (años)",2006,78.1
Afganistán,"Esperanza de vida al nacer, total (años)",2007,59.111
Afganistán,"Esperanza de vida al nacer, mujeres (años)",2007,60.909
Afganistán,"Esperanza de vida al nacer, varones (años)",2007,57.342
